Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
کات,3.0,,,
کاتا,1.0,,,
,,کاتاش,1.0,
,,کاتالوگ,1.0,
,,کاتای,1.0,
,,کاتر,1.0,
کاتلری,1.0,,,
,,کاتن,1.0,
,,کاخونه‌ای,1.0,
,,کادایف،,1.0,
کادوئی,1.0,,,
کاذب,2.0,,,
,,کار),1.0,
,,کار:,1.0,
,,کار،,1.0,
,,کار؟؟,1.0,
کارآمدی,1.0,,,
,,کارابونا,1.0,
کارارو,2.0,,,
,,کاراشون,1.0,
کارافرینی,1.0,,,
,,کارام,2.0,
,,کارامل!,1.0,
کارامل،,1.0,,,
,,کاراملایز,2.0,
کاراملش,1.0,,,
کاراملی‌تر,1.0,,,
کارامون,1.0,,,
,,کارانه‌ای,1.0,
,,کارایی,3.0,
,,کاربر,4.0,
,,کاربرا,1.0,
کاربرده,1.0,,,
کاربردی+,1.0,,,
کاربردی.,1.0,,,
,,کاربرها,1.0,
,,کاربریم,2.0,
کاربلدش,1.0,,,
,,کارتخوانم,1.0,
کارتن),1.0,,,
,,کارتن،,1.0,
کارتنش.,2.0,,,
,,کارتنی,1.0,
,,کارتن‌های,1.0,
,,کارتهای,1.0,
کارتوت,1.0,,,
,,کارتونش,1.0,
,,کارخوان,1.0,
کاردرست,3.0,,,
,,کاردچنگال,1.0,
کاردی.,1.0,,,
کاردیش,2.0,,,
,,کاررا,1.0,
,,کاررفته,3.0,
کارزنا,1.0,,,
,,کارساز,1.0,
کارشما,1.0,,,
,,کارشناسان,2.0,
,,کارشناسای,1.0,
,,کارشناسی,1.0,
کارشو,2.0,,,
,,کارشو.,1.0,
,,کارشون!!!!,1.0,
کارشونم,1.0,,,
,,کارشیطونه,1.0,
,,کارمان,1.0,
,,کارملی,1.0,
کارمندا,1.0,,,
,,کارمنداشون,1.0,
کارمندامون,1.0,,,
کارمندای,1.0,,,
کارمیکنه,1.0,,,
,,کارنابلد,1.0,
,,کارند,1.0,
,,کارنسو,1.0,
,,کاره.,1.0,
کارهاشون,1.0,,,
,,کارهام,2.0,
,,کارهامون,1.0,
کارون,1.0,,,
,,کارونی,1.0,
,,کارو‌,1.0,
,,کارکت,1.0,
کارکرد,1.0,,,
کارکرده,1.0,,,
,,کارکنانتون,2.0,
کارکنانتون.,1.0,,,
کارکنانشون,1.0,,,
,,کارکنند.,1.0,
کارگاه,1.0,,,
,,کارگاهی,1.0,
,,کارگر,1.0,
,,کارگراشونم,1.0,
کارگران,2.0,,,
,,کارگرتون,1.0,
,,کارگره,1.0,
کاریاس,1.0,,,
کاریتون,2.0,,,
,,کاریشون,1.0,
کاریشون.,1.0,,,
,,کاریم,1.0,
,,کاریه!,1.0,
,,کاریه.,1.0,
,,کاریها!!!,1.0,
,,کاریو,1.0,
کار‌ها,1.0,,,
,,کار‌های,1.0,
,,کاس,1.0,
کاسب,2.0,,,
کاسب،,1.0,,,
کاسبای,1.0,,,
,,کاسبایی,1.0,
کاسبی؟؟؟,1.0,,,
,,کاسبیه,1.0,
,,کاسب‌ها,1.0,
کاست,6.0,,,
,,کاست.,1.0,
کاستی,7.0,,,
,,کاستیل,1.0,
,,کاسنی,2.0,
,,کاسه‌ی,1.0,
,,کاسپ-ن-برای,1.0,
,,کاسپ-ن-که,1.0,
کاش.,1.0,,,
,,کاشت,1.0,
,,کاشته,1.0,
,,کاشتی,1.0,
کاشتین,1.0,,,
,,کاشف,1.0,
کاشمثل,1.0,,,
کاش‌در,1.0,,,
,,کاش‌فقط,1.0,
کاغد,1.0,,,
,,کاغدی,2.0,
,,کاغذ!!!!!!,1.0,
,,کاغذ),1.0,
کاغذ.,2.0,,,
کاغذ،,1.0,,,
کاغذروغنی,1.0,,,
کاغذزیرش,1.0,,,
,,کاغذساندویچ.,1.0,
,,کاغذم,1.0,
کاغذهای‌مرغوب‌ترین,1.0,,,
,,کاغذى!!!,1.0,
,,کاغذی!,1.0,
,,کاغذی),1.0,
,,کاغذی..,1.0,
کاغذی،,1.0,,,
,,کاغذیش,1.0,
,,کاغذیه,1.0,
,,کاغذیو,1.0,
,,کاغذی‌ها,2.0,
,,کاغذ‌ها,1.0,
کاغذ‌های,1.0,,,
,,کافت,1.0,
,,کافذی,1.0,
کافه‌ای,2.0,,,
کافه‌های,1.0,,,
کافه‌ی,1.0,,,
کافى,1.0,,,
,,کافی),1.0,
کافیا.,1.0,,,
,,کافیست,2.0,
,,کافیست.,1.0,
کافیه.,10.0,,,
کافیه،,4.0,,,
کافی‌ها,1.0,,,
,,کال.,1.0,
,,کالا.,1.0,
,,کالا؟؟؟؟؟؟؟!!!!!!,1.0,
کالاست.,1.0,,,
,,کالاست؟,1.0,
کالامارى,1.0,,,
کالاها؛,1.0,,,
کالاهاتون,1.0,,,
کالاهارا,1.0,,,
,,کالاهاشون,1.0,
کالاهایشان,1.0,,,
کالاهش,1.0,,,
,,کالاهم,1.0,
,,کالاى,2.0,
,,کالایابرندکالابه,1.0,
کالا‌های,3.0,,,
,,کالباس!,1.0,
,,کالباس!!!,1.0,
,,کالباس),1.0,
,,کالباس؟!؟!؟,1.0,
کالباسارو,1.0,,,
,,کالباساشون,1.0,
کالباسش!!!,1.0,,,
,,کالباسشم,1.0,
کالباسشو,1.0,,,
,,کالباسه,1.0,
,,کالباسهاتون,1.0,
کالباسهاش,2.0,,,
کالباسهای,1.0,,,
,,کالباسو,2.0,
,,کالباسی,9.0,
,,کالباسی،,1.0,
کالباسیه,1.0,,,
,,کالبلسشم,1.0,
کالدو,1.0,,,
کالری,5.0,,,
کالزرون,1.0,,,
کالزن,1.0,,,
,,کالزون.,1.0,
کالزونش,1.0,,,
کالزونه!!,1.0,,,
,,کالزونه‌اش,1.0,
کالسنتر,1.0,,,
,,کاله!!!,1.0,
,,کالیفرنیا,1.0,
,,کالیفرنیاش,1.0,
کالیفورنیا,1.0,,,
,,کاماا,1.0,
,,کامبی,1.0,
کامتون,1.0,,,
کامرانیه,3.0,,,
,,کامفورت,1.0,
,,کامل!,1.0,
,,کامل!!!!,1.0,
,,کامل!!!),1.0,
کامل)،,1.0,,,
,,کامل؛,1.0,
,,کاملا!,1.0,
,,کاملا!!!,2.0,
"کاملا,",1.0,,,
,,کاملا:,1.0,
,,کاملاااا,7.0,
,,کاملااااا,5.0,
,,کاملاااااا,4.0,
,,کاملااااااا,1.0,
کاملااز,1.0,,,
,,کاملابهم,1.0,
کاملاتوجه,1.0,,,
کاملاداغ,1.0,,,
,,کاملادسرد,1.0,
,,کاملاسرد,2.0,
,,کاملاسردبود,1.0,
,,کاملاسردتحویل,1.0,
,,کاملاسردسردبود,1.0,
کاملامشخصه,1.0,,,
,,کاملامضرهست,1.0,
,,کاملان,2.0,
,,کاملانون,1.0,
کاملاگرم,2.0,,,
کاملا‌.,1.0,,,
,,کاملا‌تر,1.0,
,,کاملت,1.0,
کاملتر,2.0,,,
کاملتره,1.0,,,
کاملتری,2.0,,,
,,کاملش,2.0,
کامله!,1.0,,,
کامله،,1.0,,,
کاملیه,1.0,,,
کامل‌,1.0,,,
کامل‌بهداشت,1.0,,,
کامل‌تری,1.0,,,
کامل‌ترین,2.0,,,
,,کاممون,2.0,
,,کامنت.,1.0,
,,کامنتارم,1.0,
کامنتارو,1.0,,,
,,کامنتایی,1.0,
,,کامنتم,1.0,
کامنتم.,1.0,,,
,,کامنتهارو,1.0,
,,کامنتهای,3.0,
کامنتهایی,1.0,,,
,,کامور,1.0,
,,کامکوات,1.0,
,,کانادا,1.0,
کانال,1.0,,,
کانتر,1.0,,,
کانتوچی,1.0,,,
,,کاندوم,1.0,
,,کانفرم,1.0,
,,کانل,1.0,
,,کانلا,5.0,
,,کانولای,1.0,
,,کاه,4.0,
کاهد,1.0,,,
,,کاهش.,2.0,
,,کاهو!,3.0,
,,کاهو!!!!,1.0,
,,کاهو),1.0,
,,کاهو.,5.0,
,,کاهو..,2.0,
,,کاهو=۲۰۰۰۰,1.0,
,,کاهو؟؟,1.0,
,,کاهوئه.,1.0,
,,کاهواش,1.0,
,,کاهوش،,1.0,
کاهوها،,1.0,,,
,,کاهوهای‌سالاد,1.0,
کاهوو,1.0,,,
,,کاهوووو,1.0,
,,کاهوووو!!!!!!!,1.0,
,,کاهووگوجه,2.0,
,,کاهوى,3.0,
کاهویه,2.0,,,
,,کاهو‌,1.0,
کاهو‌ها!!!,1.0,,,
,,کاهو‌کاملا,1.0,
,,کاهی,1.0,
,,کاورى,1.0,
,,کاولا,1.0,
,,کاپاچینو,1.0,
,,کاپای,1.0,
,,کاپری,1.0,
کاپریس،,1.0,,,
کاپریچوزا,1.0,,,
,,کاپ‌کیک,2.0,
,,کاکا,1.0,
,,کاکاءو,1.0,
کاکائو!,1.0,,,
,,کاکائو،,2.0,
,,کاکائوئی,1.0,
,,کاکائوها,1.0,
کاکائوی,2.0,,,
,,کاکائویی),1.0,
,,کاکائویی،,1.0,
کاکائویی؛,1.0,,,
,,کاکائوییش,1.0,
کاکائوییه!!!!!,1.0,,,
کاکاتو,1.0,,,
کاکادو,3.0,,,
,,کاکاعو,1.0,
کاکاو,1.0,,,
کاکاىو,1.0,,,
,,کاکایو,1.0,
کاکایوییش,1.0,,,
,,کاکایویی‌ها,1.0,
کاکتوس,1.0,,,
کاکتوس،,1.0,,,
کاکل,1.0,,,
کاکو,1.0,,,
,,کاکوئی,1.0,
کاکوکی,1.0,,,
,,کاکویی,1.0,
,,کباب!,1.0,
,,کباب!!!,1.0,
کباب),1.0,,,
کباب).,1.0,,,
,,کباب؟,1.0,
کباباتون,2.0,,,
,,کبابارو,2.0,
کبابای,1.0,,,
,,کبابترکی,1.0,
کبابتون؟؟,1.0,,,
,,کبابسرا,1.0,
,,کبابع,1.0,
,,کبابهاتون,1.0,
,,کبابهارو,2.0,
,,کبابهاش,1.0,
کبابهاشون,1.0,,,
,,کبابهاى,1.0,
,,کبابهای,4.0,
کبابو,1.0,,,
کبابی),1.0,,,
کبابی.,2.0,,,
کبابیا,1.0,,,
,,کبابیاتون,1.0,
کبابیشون,1.0,,,
,,کبابییئییی,1.0,
,,کبابی‌ها,1.0,
کبابی‌های,2.0,,,
,,کباب‌ها،,1.0,
,,کباب‌هاش,1.0,
,,کباب‌کنی,1.0,
,,کبای,1.0,
,,کبدتون,1.0,
,,کبریت,3.0,
کبریت،,1.0,,,
کبفبت,1.0,,,
,,کبلویی,1.0,
,,کبمات,1.0,
,,کبوتر,1.0,
کبوترا,1.0,,,
کبوتر‌ها,1.0,,,
,,کبود,6.0,
,,کبودی,2.0,
,,کبک,2.0,
,,کبک،,1.0,
,,کبکبه،,1.0,
کبک‌های,1.0,,,
,,کت,10.0,
,,کت!,1.0,
,,کتا,1.0,
کتاب,3.0,,,
,,کتابی,3.0,
,,کتان,2.0,
,,کتبی,1.0,
,,کتجد,1.0,
,,کتر,1.0,
کتریتگ‌های,1.0,,,
کترینگم,1.0,,,
کترینگم؛,1.0,,,
کترینگها,1.0,,,
,,کترینگ‌های,1.0,
,,کتشون,1.0,
کتش‌,1.0,,,
,,کتف!!,1.0,
,,کتفش,2.0,
,,کتفها,1.0,
,,کتفو؟,1.0,
,,کتف‌سفارش,1.0,
,,کتف‌های,1.0,
,,کتلت‌ها,2.0,
,,کتن,1.0,
کتنده,1.0,,,
,,کته.,1.0,
کتهای,1.0,,,
کته‌ای,2.0,,,
,,کته‌های,1.0,
,,کتکش,1.0,
کتید,1.0,,,
,,کت‌ها,1.0,
,,کثسف,1.0,
,,کثیف!!!,1.0,
,,کثیف.,1.0,
,,کثیفی,2.0,
,,کثیف‌کاری,1.0,
,,کجا!!,1.0,
,,کجا!!!,1.0,
,,کجا.,2.0,
,,کجا،,1.0,
,,کجا؟,1.0,
,,کجابود,1.0,
کجاست.,1.0,,,
,,کجاست؟,1.0,
,,کجاست؟!,1.0,
کجاست؟!!,1.0,,,
,,کجاست؟؟؟,1.0,
,,کجاش,6.0,
,,کجاهاست؟,1.0,
,,کجاهست,1.0,
,,کجاى,1.0,
,,کجاپ,1.0,
,,کجش,2.0,
کجو,1.0,,,
,,کخ,1.0,
,,کدامم,1.0,
,,کدتخفیف,1.0,
,,کدر،,1.0,
,,کده,1.0,
,,کدهای,1.0,
,,کدو،,2.0,
,,کدو؟,1.0,
,,کدوحلوایی,1.0,
,,کدورت,1.0,
کدوم.,1.0,,,
کدوما,1.0,,,
,,کدومش,2.0,
کدومه.,1.0,,,
کدومو,1.0,,,
کدوهاش,1.0,,,
,,کدوهای,2.0,
کدویی,1.0,,,
,,کدو‌های,1.0,
,,کدو‌ها‌ها,1.0,
کدچه‌ای,1.0,,,
کد‌های,1.0,,,
,,کذاشتن,2.0,
,,کذایی,1.0,
کذشت,1.0,,,
کذلشتم,1.0,,,
,,کر,1.0,
کرات,1.0,,,
,,کراس,1.0,
,,کراسان‌ها,1.0,
,,کراسان‌های,1.0,
کراست),1.0,,,
,,کراسون,1.0,
,,کرافت,1.0,
کرافشم,1.0,,,
,,کرامبل,1.0,
کرامبل‌های,1.0,,,
کرانچی.,1.0,,,
,,کرانچینگ,1.0,
کرانچیپس,1.0,,,
کرانچیک,1.0,,,
کرانچیک،,1.0,,,
,,کراهت,1.0,
,,کراوات,1.0,
,,کراکر،,1.0,
کراکزف,1.0,,,
,,کراکف.,1.0,
کراکفش,2.0,,,
کراکفو,1.0,,,
کراکف‌ها,1.0,,,
,,کراکوف,1.0,
کرایشو,1.0,,,
کربسپی,1.0,,,
,,کرتیخ,1.0,
کرخ,1.0,,,
,,کرد!!,1.0,
کرد!؟,1.0,,,
,,"کرد""",1.0,
,,"کرد,بزرگ",1.0,
,,کرد-,1.0,
,,کرد:,2.0,
کرد:),1.0,,,
کرد:)),1.0,,,
,,کرد؟!,1.0,
,,کرد؟؟؟؟,1.0,
کردئم,1.0,,,
,,کردتا,1.0,
,,کردخ,1.0,
کردد,1.0,,,
,,کردست,1.0,
,,کردش.,1.0,
,,کردم!!,1.0,
,,کردم!!!!,2.0,
,,کردم!!!!!!,2.0,
,,کردم!!!!!!!,1.0,
کردم),1.0,,,
,,کردم)،,1.0,
کردم-ممنونم,1.0,,,
,,کردمو,1.0,
,,کردم‌,2.0,
,,کردم‌شکر,1.0,
,,کردم‌که,1.0,
,,کردن!!,4.0,
,,کردن!!!,6.0,
,,کردن!!!!,1.0,
,,کردن!!!!!,2.0,
,,کردن!!!!!!,1.0,
,,کردن!!!!!!!!!,1.0,
,,کردن),1.0,
کردن؛,1.0,,,
,,کردنا,1.0,
,,کردنتون,1.0,
کردند!!,1.0,,,
,,کردند!!!,4.0,
,,کردند!!!!,1.0,
,,کردند!!!!!,1.0,
کردند..,1.0,,,
,,کردند؟,1.0,
,,کردنش!,1.0,
,,کردنش.,1.0,
,,کردنشم,1.0,
,,کردنش۳۰۰۰,1.0,
,,کردنمون,1.0,
,,کردنه,4.0,
کردنیه،,1.0,,,
,,کردنی‌,1.0,
,,کردن‌,1.0,
,,کردن‌.,1.0,
,,کردن‌ها,1.0,
,,کرده!!,3.0,
,,کرده!!!,4.0,
,,کرده!!!!!!,1.0,
کرده),1.0,,,
,,کرده..,3.0,
,,کرده:,1.0,
کرده؛,1.0,,,
,,کرده؟,2.0,
,,کرده؟؟؟,1.0,
,,کردههه,1.0,
,,کرده‌.,2.0,
کرده‌ام.,1.0,,,
,,کرده‌اند.,6.0,
,,کرده‌اند،,1.0,
کرده‌اید،,1.0,,,
کرده‌ایم,1.0,,,
,,کرده‌ایم.,1.0,
کرده‌ها,4.0,,,
,,کردکیفیت,1.0,
کردی),1.0,,,
,,کردی.,1.0,
,,کردی؟!!!!,1.0,
کردیت,1.0,,,
,,کردید!,2.0,
,,کردید!؟,1.0,
,,کردید..,1.0,
,,کردید؛,1.0,
,,کردید؟),1.0,
کردید؟:,1.0,,,
,,کردید؟؟!,1.0,
,,کردید؟؟؟,2.0,
,,کردید؟؟؟:,1.0,
,,کردیددیگه,1.0,
کردیدو,1.0,,,
,,کردید۲۲۰گرم,1.0,
کردیم!!,1.0,,,
کردیم!!!,1.0,,,
,,کردیم!!!!!,1.0,
کردیم),1.0,,,
,,کردیم..,1.0,
,,کردیم؛,1.0,
,,کردین!,1.0,
,,کردین!!,1.0,
کردین!!!,1.0,,,
کردین!!!!,1.0,,,
,,کردین!!!!!!!!,1.0,
,,کردین!!!!!؟؟؟؟,1.0,
کردین..,1.0,,,
کردین:),1.0,,,
کردین؛,1.0,,,
,,کردین؟؟؟,3.0,
کردین؟؟؟؟؟؟؟؟؟؟؟؟,1.0,,,
,,کردینش,1.0,
کردی‌ها,1.0,,,
,,کرد‌,1.0,
,,کرد‌.,1.0,
کرذن,1.0,,,
,,کرذه,1.0,
کرردنش,1.0,,,
,,کرسان‌ها,1.0,
,,کرسپی,1.0,
,,کرغ,1.0,
کرغم,1.0,,,
کرفت,1.0,,,
,,کرفتم,1.0,
,,کرفتم.,1.0,
,,کرفتم،,1.0,
,,کرفته,1.0,
,,کرفتید,1.0,
کرفس.,1.0,,,
,,کرفس،,1.0,
کرفسم,1.0,,,
,,کرفس‌نبود,1.0,
,,کرفس‌های,1.0,
,,کرمدار‌,1.0,
,,کرمشون,1.0,
,,کرمفیل,1.0,
,,کرمى,1.0,
کرم‌دار,1.0,,,
,,کرم‌های,1.0,
,,کرم‌کارامل,1.0,
,,کرنا.,1.0,
,,کرنبری.,1.0,
,,کرنبریش,1.0,
,,کرنبری‌های,1.0,
کره),1.0,,,
"کره,",1.0,,,
,,کره.,2.0,
,,کره،,1.0,
کره‌س,1.0,,,
,,کره‌های,2.0,
,,کره‌ی,2.0,
,,کرواسانها,1.0,
کروسانت,2.0,,,
,,کروسانم,1.0,
,,کروسانها,2.0,
,,کروسانهای,1.0,
,,کروسان‌مثل,1.0,
,,کروسان‌های,1.0,
,,کروم,1.0,
کرون,1.0,,,
کرونا),1.0,,,
کرونا.,2.0,,,
کرونا،,2.0,,,
کروناستیزی,1.0,,,
کرونایی,3.0,,,
,,کرونایی.,1.0,
کرونایی،,1.0,,,
,,کروند,1.0,
,,کرونه,2.0,
کروه,1.0,,,
کرویان,1.0,,,
کرپ-ن-اشه,1.0,,,
,,کرپ-ن-ست،,1.0,
کرچکترین,1.0,,,
کری,1.0,,,
,,کریسبی,1.0,
,,کریستال,2.0,
کریسمس،,1.0,,,
,,کریسپای,1.0,
,,کریسپى,1.0,
کریسپی.,1.0,,,
کریسپی،,4.0,,,
کریسپی‌,1.0,,,
کریسپی‌تر,1.0,,,
کریسپی‌ها,1.0,,,
,,کریمخان,2.0,
,,کریمی),1.0,
کریمی-,1.0,,,
,,کریمی،,1.0,
,,کریپسی‌ها,1.0,
کز,1.0,,,
,,کزاشته,1.0,
کزش,1.0,,,
کزفیتتون,1.0,,,
,,کزه,1.0,
,,کزیکی,1.0,
,,کس.,1.0,
,,کسادی,1.0,
کسالت,1.0,,,
کسانیکه,2.0,,,
کسای,1.0,,,
,,کسایى,2.0,
,,کساییکه,1.0,
کسبتان,2.0,,,
کسبتون,8.0,,,
کسبه,2.0,,,
کسرى.,1.0,,,
کسری،,1.0,,,
,,کسری‌ها,1.0,
کسف,1.0,,,
کسه,1.0,,,
,,کسى,2.0,
,,کسک,1.0,
,,کسی.,1.0,
,,کسید,1.0,
کس‌از,1.0,,,
کش.,1.0,,,
,,کش،,1.0,
کش؟,1.0,,,
کشاند,1.0,,,
کشاورزی,1.0,,,
,,کشبد,1.0,
,,کشتارگاه,1.0,
کشتون,1.0,,,
,,کشد,1.0,
,,کشسان,1.0,
,,کشسانی,1.0,
کشش,1.0,,,
کشف,2.0,,,
کشفش,1.0,,,
,,کشمش،,1.0,
,,کشمشش,1.0,
کشمشیش,3.0,,,
کشمشی‌های,1.0,,,
,,کشمکش,1.0,
کشواد,1.0,,,
,,کشور.,1.0,
کشورمون,2.0,,,
کشورها,1.0,,,
,,کشوند,1.0,
کشکش,2.0,,,
کشکش‌,1.0,,,
,,کشکی,1.0,
,,کشک‌,1.0,
,,کشی,4.0,
,,کشید!!,1.0,
,,کشید!!!!,1.0,
کشید!!!!!,2.0,,,
کشید).,1.0,,,
,,"کشید,",1.0,
,,کشید..,2.0,
,,کشید؛,1.0,
کشیدتابرسه,1.0,,,
,,کشیدتابیارن!!!,1.0,
کشیدتارسید.,1.0,,,
,,کشیدش,1.0,
,,کشیدم,14.0,
,,کشیدم!,1.0,
,,کشیدم.,3.0,
کشیدن.,1.0,,,
,,کشیدند،,1.0,
کشیدند۲نان,1.0,,,
,,کشیدنش,1.0,
کشیدید,6.0,,,
,,کشیدید.,1.0,
کشیدید،,1.0,,,
,,کشیدیم,4.0,
کشیدیم.,1.0,,,
کشیدین.,1.0,,,
کشیدین،,1.0,,,
,,کش‌,1.0,
کع,1.0,,,
,,کفال,1.0,
,,کفترها,1.0,
,,کفتم,2.0,
,,کفته,1.0,
,,کفدست,1.0,
,,کفش,4.0,
,,کفه,2.0,
کفی,1.0,,,
,,کفیت،,1.0,
کفیتتون,2.0,,,
کفیتش,1.0,,,
,,کفیته,1.0,
,,کفیر,1.0,
,,کفیف,1.0,
,,کف‌کرده,1.0,
کل..,1.0,,,
,,کلأ,4.0,
,,کلا!,1.0,
,,کلا!!,1.0,
,,کلا..,1.0,
کلا،,1.0,,,
,,کلا،،,1.0,
,,کلاااااا,2.0,
کلابا,1.0,,,
,,کلابش,1.0,
,,کلابها,1.0,
کلاب‌های,1.0,,,
,,کلاخمیربود,1.0,
,,کلاسردبود،,1.0,
کلاسم,1.0,,,
,,کلاسه.,1.0,
کلاسی,1.0,,,
,,"کلاسیک,",1.0,
,,کلاس‌تر,1.0,
,,کلاغ,1.0,
,,کلام:,1.0,
کلام،,1.0,,,
,,کلان,4.0,
کلانا,2.0,,,
کلاه,2.0,,,
کلاهک,1.0,,,
,,کلای,1.0,
,,کلا۱۰,1.0,
,,کلب,1.0,
کلبه.,1.0,,,
کلزا,1.0,,,
,,کلسترول,1.0,
,,کلسیم,1.0,
,,کلشم,1.0,
,,کلشو,3.0,
کلشچیش,1.0,,,
,,کلفت),1.0,
,,کلفتی,1.0,
,,کلفت‌تر,2.0,
کلللللی,1.0,,,
کلللی,1.0,,,
,,کللی,1.0,
,,کلمات,1.0,
,,کلمتون,4.0,
کلمشم,1.0,,,
,,کلمشون,1.0,
,,کلملا,1.0,
,,کلمم,1.0,
,,کلمه.,2.0,
,,کلمه:,2.0,
,,کلمهاى,1.0,
,,کلمه‌ی,1.0,
,,کلمو,2.0,
کلمپه,1.0,,,
,,کلم‌بود,1.0,
کلم‌توی,1.0,,,
,,کلم‌های,2.0,
,,کلن!!!,1.0,
,,کلناراضی,1.0,
کله),1.0,,,
کلها,1.0,,,
,,کلهم,2.0,
,,کلوخه,1.0,
,,کلونل,1.0,
,,کلوچه‌ی,1.0,
کلپچ,2.0,,,
کلک,1.0,,,
,,کلکسیون,1.0,
,,کلی!,1.0,
,,کلی.,1.0,
,,کلی:,1.0,
کلی،,2.0,,,
,,کلیات,1.0,
,,کلید,1.0,
کلیدی,1.0,,,
کلیزبرگر,1.0,,,
,,کلیش,3.0,
,,کلیشه‌ای,1.0,
کلینکس,1.0,,,
کلینیک,1.0,,,
,,کلیویی,1.0,
کلییی,1.0,,,
کلی‌,1.0,,,
,,کلی‌هم,1.0,
کل‌عالی,1.0,,,
,,کل‌پیشنهاد,1.0,
,,کم!!!!!,2.0,
کم).,1.0,,,
"کم,",1.0,,,
,,کم..,2.0,
,,کم؟,1.0,
کمالات,1.0,,,
کمالی,1.0,,,
,,کمبود،,1.0,
,,کمبودهای,1.0,
کمبودی,1.0,,,
کمت,1.0,,,
کمتذ,1.0,,,
,,کمتر!,1.0,
کمتر),1.0,,,
,,کمتر،,1.0,
,,کمترازاندازه,1.0,
کمتراستفاده,1.0,,,
کمترباشه,1.0,,,
کمتربود,2.0,,,
کمتربودکه,1.0,,,
کمترمی,1.0,,,
کمتره!,1.0,,,
کمتره-,1.0,,,
کمتره.,1.0,,,
,,کمر,3.0,
,,کمردود,1.0,
,,کمرنگه,1.0,
کمری,1.0,,,
کمسه,1.0,,,
,,کمشم,1.0,
,,کملا,1.0,
کمنون,1.0,,,
,,کمه!!!,1.0,
,,کمه..,1.0,
,,کمه؟,2.0,
کمههههه.,1.0,,,
کمو,1.0,,,
,,کمپوت,9.0,
کمچرب,1.0,,,
,,کمکان,1.0,
,,کمکش,1.0,
کمکم,1.0,,,
کمکی,2.0,,,
کمی.,2.0,,,
کمیاب,1.0,,,
,,کمیت!,1.0,
,,کمیت.,1.0,
کمیتتون,1.0,,,
کمیتشون,1.0,,,
,,کمیتیش,1.0,
کمید,3.0,,,
کمیش,1.0,,,
کمیم,2.0,,,
کمیه,1.0,,,
,,کمیه؟؟؟؟؟,1.0,
کمییتبه,1.0,,,
,,کمی‌,1.0,
کمی‌بزرگتر,1.0,,,
,,کمی‌رنگ,1.0,
کمی‌سرد,1.0,,,
کمی‌پنیر,1.0,,,
کم‌بود.,1.0,,,
,,کم‌بودن,1.0,
کم‌تری,1.0,,,
کم‌ترین,1.0,,,
,,کم‌حجم,1.0,
,,کم‌حجم.,1.0,
کم‌روغن‌تر,1.0,,,
کم‌زدن,1.0,,,
,,کم‌شده,1.0,
,,کم‌فرستادن,1.0,
کم‌نشده,1.0,,,
کم‌وزن,1.0,,,
کم‌پنیرتر,1.0,,,
,,کم‌چرب،,2.0,
کم‌چربترین,1.0,,,
,,کم‌کردن,1.0,
,,کم‌کم,1.0,
کم‌کنید,1.0,,,
,,کم‌کنید،,1.0,
,,کم‌کیفیت.,1.0,
,,کم‌کیفیت‌,1.0,
کم‌گفتم،,1.0,,,
,,کن!,1.0,
,,کن!!,1.0,
,,کنااار,1.0,
,,کنار.,5.0,
,,کناراش,2.0,
,,کنارتش,1.0,
کنارش!,1.0,,,
کنارش..,1.0,,,
,,کنارش،,2.0,
کنارغذا,1.0,,,
کنار‌های,1.0,,,
,,کناف,1.0,
,,کنافه‌ها,1.0,
,,کنبم!,1.0,
,,کنتاکی.,1.0,
,,کنتاکی‌,1.0,
,,کنتاکی‌ها,2.0,
کنتاکی‌های,1.0,,,
,,کنترلی,1.0,
کنتری,1.0,,,
کنتکاکی,1.0,,,
,,کنجد!,1.0,
,,کنجد!!!!!,1.0,
,,"کنجد,",1.0,
,,کنجدا,1.0,
کنجدتر,1.0,,,
,,کنجدذو,1.0,
,,کنجدشم,1.0,
,,کنجدها,2.0,
,,کنجدهاش,1.0,
کنجدهای,1.0,,,
کنجدهایی,1.0,,,
,,کنجدو,2.0,
,,کنجدى,4.0,
کنجدی.,2.0,,,
کنجدی،,1.0,,,
,,کنجدیه,1.0,
,,کنجکاو,1.0,
کنجکاوی,1.0,,,
کنجیدی,1.0,,,
,,کنحدی,2.0,
,,کند!,4.0,
کند!!,1.0,,,
,,کند),1.0,
,,کند؟,1.0,
,,کنده!,1.0,
,,کندو,3.0,
کندیم,1.0,,,
,,کنر,1.0,
,,کنرینگ‌های,1.0,
,,کنستانتره,4.0,
,,کنسر,1.0,
کنسرو،,1.0,,,
کنسروهای,1.0,,,
,,کنسروى,1.0,
کنسرو‌های,1.0,,,
,,کنسلش,1.0,
,,کنسلی..,1.0,
,,کنف,1.0,
,,کنم!!!,3.0,
,,کنم!!!!,2.0,
کنم!!!!.,1.0,,,
کنم!،,1.0,,,
,,کنم-حیف,1.0,
,,کنم.!,1.0,
کنم..,1.0,,,
کنم؛,1.0,,,
,,کنم؟!,2.0,
,,کنم؟!!,1.0,
کنم؟؟؟,1.0,,,
,,کنم؟؟؟؟؟؟؟؟؟,1.0,
,,کنماز,1.0,
,,کنمتری,1.0,
کنم۴۰سانتی,1.0,,,
کنم‌،,1.0,,,
,,کنن!!!,1.0,
